ID,Name,Type1,Type2,Stat Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Pokedex Entry,Images
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,The patterns on this Pokemon depend on the climate and topography of the land it was born in. This form is from lands where flowers bloom.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,When Litleo are young female Pyroar will teach them how to hunt. Once the Litleo mature they will leave the pride and set out on their own.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,The females of a pride work together to bring down prey. It’s thanks to them that their pride doesn’t starve.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png
669,Flabebe,Fairy, ,303,44,38,39,61,79,42,6,This Pokemon can draw forth the power hidden within blooming wild flowers. It is particularly fond of red flowers.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png
670,Floette,Fairy, ,371,54,45,47,75,98,52,6,This Pokemon draws forth what power is left in withered flowers to make them healthy again. It holds a red flower.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png
671,Florges,Fairy, ,552,78,65,68,112,154,75,6,This Pokemon creates an impressive flower garden in its territory. It draws forth the power of the red flowers around its neck.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png
672,Skiddo,Grass, ,350,66,65,48,62,57,52,6,Until recently people living in the mountains would ride on the backs of these Pokemon to traverse the mountain paths.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png
673,Gogoat,Grass, ,531,123,100,62,97,81,68,6,It can sense the feelings of others by touching them with its horns. This species has assisted people with their work since 5000 years ago.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png
674,Pancham,Fighting, ,348,67,82,62,46,48,43,6,It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,This Pokemon is quick to anger and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png
676,Furfrou,Normal, ,472,75,80,60,65,90,102,6,There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png
677,Espurr,Psychic, ,355,62,48,54,63,60,68,6,It keeps its ears covered to prevent the intense psychic power in its body from escaping but it falls unconscious if this power builds too much.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png
678,Meowstic,Psychic, ,466,74,48,76,83,81,104,6,Though it has enough psychic power to blast away any opponent Meowstic prefers to support its allies rather than attack.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png
681,Aegislash,Steel,Ghost,500,60,50,140,50,140,60,6,Generations of kings were attended by these Pokemon which used their spectral power to manipulate and control people and Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png
682,Spritzee,Fairy, ,341,78,52,60,63,65,23,6,A scent pouch within this Pokemon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png
683,Aromatisse,Fairy, ,462,101,72,72,99,89,29,6,The scent that constantly emits from its fur is so powerful that this Pokemon’s companions will eventually lose their sense of smell.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png
684,Swirlix,Fairy, ,341,62,48,66,59,57,49,6,It eats its own weight in sugar every day. If it doesn’t get enough sugar it becomes incredibly grumpy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png
685,Slurpuff,Fairy, ,480,82,80,86,85,75,72,6,By taking in a person’s scent it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,It protects itself from tough foes by flashing its luminescent spots to discourage them.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,Its hypnotic powers are dangerously strong. Anyone who falls under Malamar’s control loses their memories surrounding the event.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,After two Binacle find a suitably sized rock they adhere themselves to it and live together. They cooperate to gather food during high tide.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,Skrelp evades its enemies by hiding amid drifting seaweed. It eats rotten seaweed to create its poison.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,Using a liquid poison Dragalge indiscriminately attacks anything that wanders into its territory. This poison can corrode the undersides of boats.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png
692,Clauncher,Water, ,330,50,53,62,58,63,44,6,This Pokemon launches water by detonating gas inside its right claw. It snipes flying Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png
693,Clawitzer,Water, ,500,71,73,88,120,89,59,6,Clawitzer can move through the water at a speed of 60 knots by using gas inside its body to expel water from the back of its claw.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,When spread the frills on its head act like solar panels generating the power behind this Pokemon’s electric moves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,A now-vanished desert culture treasured these Pokemon. Appropriately when Heliolisk came to the Galar region treasure came with them.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,This is an ancient Pokemon revived in modern times. It has a violent disposition and it’ll tear apart anything it gets between its hefty jaws.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,This Pokemon is from about 100000000 years ago. It has the presence of a king vicious but magnificent.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,This Pokemon was successfully restored from a fossil. In the past it lived with others of its kind in cold lands where there were fewer predators.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,Aurorus was restored from a fossil. It’s said that when this Pokemon howls auroras appear in the night sky.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png
700,Sylveon,Fairy, ,525,95,65,65,110,130,60,6,This Pokemon uses its ribbonlike feelers to send a soothing aura into its opponents erasing their hostility.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,Its elegant finishing moves—performed by nimbly leaping around using its wings—are polished in the forest where it was born and raised.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,It’s small and its electricity-generating organ is not fully developed so it uses its tail to absorb electricity from people’s homes and charge itself.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png
704,Goomy,Dragon, ,300,45,50,35,55,75,40,6,Most of a Goomy’s body is water. A membrane covers the whole Pokemon to prevent it from shriveling up in dry weather.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png
705,Sliggoo,Dragon, ,452,68,75,53,83,113,60,6,The swirly protrusion on its back is filled with all its vital organs such as its brain and heart.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png
706,Goodra,Dragon, ,600,90,100,70,110,150,80,6,It loves the rain. This mellow Pokemon can be seen walking around on the plains and in the mountains on rainy days.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,Once it absorbs a key’s metal ions it discards the key without a second thought. However it will hang on to keys it favors for decades.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,Legend tells that its green leaves can cure any illness. When plucked however the leaves will instantly wither away.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,Using its roots Trevenant connects itself to trees and monitors every corner of its forest. It uses curses to drive intruders away.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png
710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,6,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png
711,Gourgeist,Ghost,Grass,494,85,100,122,58,75,54,6,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png
712,Bergmite,Ice, ,304,55,69,85,32,35,28,6,They live in mountainous regions of frigid cold. On rare occasions they ride on the back of an Avalugg to cross seas and move to new habitats.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png
713,Avalugg,Ice, ,514,95,117,184,44,46,28,6,As Avalugg walks along with Bergmite on its back it comes across pods of Cetitan. It lets them pass to avoid conflict.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,This Pokemon emits ultrasonic waves from its large ears to search for fruit to eat. It mistakes Applin for its food.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,Ultrasonic waves emitted by a Noivern can pulverize a large boulder. This Pokemon has a cruel disposition.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png
716,Xerneas,Fairy, ,680,126,131,95,131,98,99,6,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,When this legendary Pokemon’s wings and tail feathers spread wide and glow red it absorbs the life force of living creatures.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png
718,Zygarde,Dragon,Ground,600,108,100,121,81,95,95,6,This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,A sudden transformation of Carbink its pink glimmering body is said to be the loveliest sight in the whole world.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png
720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,6,In its true form it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png
722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,Silently it glides streaking toward its targets to get close to them. Before they even notice it it begins to pelt them with vicious kicks.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/722.png
723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,This narcissistic Pokemon is a clean freak. If you don’t groom it diligently it may stop listening to you.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/723.png
724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,7,It cunningly conceals arrow quills in its wings. It launches these quills with such precision that they can pierce a pebble at over a hundred yards.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/724.png
